,Result,Confidance of being Cracked
821,Negative (Not Crack),0.0617
822,Negative (Not Crack),0.045405
823,Negative (Not Crack),0.052355
824,Negative (Not Crack),0.062957
825,Negative (Not Crack),0.042281
826,Negative (Not Crack),0.039504
827,Negative (Not Crack),0.057894
828,Negative (Not Crack),0.034676
829,Negative (Not Crack),0.034868
830,Negative (Not Crack),0.027105
831,Negative (Not Crack),0.080614
832,Negative (Not Crack),0.071335
833,Negative (Not Crack),0.058821
834,Negative (Not Crack),0.055715
835,Negative (Not Crack),0.049255
836,Negative (Not Crack),0.031475
837,Negative (Not Crack),0.046643
838,Negative (Not Crack),0.038166
839,Negative (Not Crack),0.156909
840,Negative (Not Crack),0.042814
841,Negative (Not Crack),0.046728
842,Negative (Not Crack),0.062595
843,Negative (Not Crack),0.048941
844,Negative (Not Crack),0.091137
845,Negative (Not Crack),0.296855
846,Negative (Not Crack),0.042861
847,Negative (Not Crack),0.100922
848,Negative (Not Crack),0.038629
849,Negative (Not Crack),0.050369
850,Negative (Not Crack),0.084187
851,Negative (Not Crack),0.066008
852,Negative (Not Crack),0.046521
853,Negative (Not Crack),0.066432
854,Negative (Not Crack),0.038037
855,Negative (Not Crack),0.072087
856,Negative (Not Crack),0.039334
857,Negative (Not Crack),0.030319
858,Negative (Not Crack),0.060489
859,Negative (Not Crack),0.054356
860,Negative (Not Crack),0.069944
861,Negative (Not Crack),0.045194
862,Negative (Not Crack),0.028558
863,Negative (Not Crack),0.042204
864,Negative (Not Crack),0.036859
865,Negative (Not Crack),0.063566
866,Negative (Not Crack),0.025572
867,Negative (Not Crack),0.045318
868,Negative (Not Crack),0.096304
869,Negative (Not Crack),0.023044
870,Negative (Not Crack),0.110755
871,Negative (Not Crack),0.046902
872,Negative (Not Crack),0.054703
873,Negative (Not Crack),0.051935
874,Negative (Not Crack),0.042866
875,Negative (Not Crack),0.055747
876,Negative (Not Crack),0.06786
877,Negative (Not Crack),0.058081
878,Negative (Not Crack),0.070598
879,Negative (Not Crack),0.10777
880,Negative (Not Crack),0.062346
881,Negative (Not Crack),0.040362
882,Negative (Not Crack),0.058773
883,Negative (Not Crack),0.048882
884,Negative (Not Crack),0.040534
885,Negative (Not Crack),0.038566
886,Negative (Not Crack),0.045887
887,Negative (Not Crack),0.043453
888,Negative (Not Crack),0.051629
889,Negative (Not Crack),0.063775
890,Negative (Not Crack),0.030725
891,Negative (Not Crack),0.028923
892,Negative (Not Crack),0.044635
893,Negative (Not Crack),0.114165
894,Negative (Not Crack),0.172774
895,Negative (Not Crack),0.059853
896,Negative (Not Crack),0.061755
897,Negative (Not Crack),0.234119
898,Negative (Not Crack),0.120487
899,Negative (Not Crack),0.076187
900,Negative (Not Crack),0.06509
901,Negative (Not Crack),0.063919
902,Negative (Not Crack),0.038393
903,Negative (Not Crack),0.130843
904,Negative (Not Crack),0.048412
905,Negative (Not Crack),0.031515
906,Negative (Not Crack),0.046593
907,Negative (Not Crack),0.063654
908,Negative (Not Crack),0.051327
909,Negative (Not Crack),0.035341
910,Negative (Not Crack),0.043697
911,Negative (Not Crack),0.042157
912,Negative (Not Crack),0.043001
913,Negative (Not Crack),0.045856
914,Negative (Not Crack),0.036743
915,Negative (Not Crack),0.035673
916,Negative (Not Crack),0.03878
917,Negative (Not Crack),0.0848
918,Negative (Not Crack),0.046234
919,Negative (Not Crack),0.049298
920,Negative (Not Crack),0.033667
921,Negative (Not Crack),0.046253
922,Negative (Not Crack),0.035149
923,Negative (Not Crack),0.162269
924,Negative (Not Crack),0.035146
925,Negative (Not Crack),0.078004
926,Negative (Not Crack),0.039006
927,Negative (Not Crack),0.075977
928,Negative (Not Crack),0.04625
929,Negative (Not Crack),0.030902
930,Negative (Not Crack),0.061808
931,Negative (Not Crack),0.052709
932,Negative (Not Crack),0.05098
933,Negative (Not Crack),0.058587
934,Negative (Not Crack),0.038719
935,Negative (Not Crack),0.067645
936,Negative (Not Crack),0.063871
937,Negative (Not Crack),0.054332
938,Negative (Not Crack),0.032804
939,Negative (Not Crack),0.030988
940,Negative (Not Crack),0.040647
941,Negative (Not Crack),0.050276
942,Negative (Not Crack),0.031311
943,Negative (Not Crack),0.097256
944,Negative (Not Crack),0.104801
945,Negative (Not Crack),0.057554
946,Negative (Not Crack),0.05683
947,Negative (Not Crack),0.084103
948,Negative (Not Crack),0.057376
949,Negative (Not Crack),0.042043
950,Negative (Not Crack),0.05125
951,Negative (Not Crack),0.048354
952,Negative (Not Crack),0.113968
953,Negative (Not Crack),0.05934
954,Negative (Not Crack),0.048738
955,Negative (Not Crack),0.148049
956,Negative (Not Crack),0.05549
957,Negative (Not Crack),0.051078
958,Negative (Not Crack),0.069973
959,Negative (Not Crack),0.038447
960,Negative (Not Crack),0.036966
961,Negative (Not Crack),0.03542
962,Negative (Not Crack),0.10596
963,Negative (Not Crack),0.107837
964,Negative (Not Crack),0.055247
965,Negative (Not Crack),0.053971
966,Negative (Not Crack),0.030866
967,Negative (Not Crack),0.040954
968,Negative (Not Crack),0.049822
969,Negative (Not Crack),0.068188
970,Negative (Not Crack),0.029481
971,Negative (Not Crack),0.057722
972,Negative (Not Crack),0.183276
973,Negative (Not Crack),0.046076
974,Negative (Not Crack),0.039842
975,Negative (Not Crack),0.118854
976,Negative (Not Crack),0.044369
977,Negative (Not Crack),0.031384
978,Negative (Not Crack),0.058152
979,Negative (Not Crack),0.076691
980,Negative (Not Crack),0.087614
981,Negative (Not Crack),0.037343
982,Negative (Not Crack),0.070207
983,Negative (Not Crack),0.076995
984,Negative (Not Crack),0.039098
985,Negative (Not Crack),0.065062
986,Negative (Not Crack),0.053921
987,Negative (Not Crack),0.058483
988,Negative (Not Crack),0.214413
989,Negative (Not Crack),0.081649
990,Negative (Not Crack),0.055418
991,Negative (Not Crack),0.042232
992,Negative (Not Crack),0.050668
993,Negative (Not Crack),0.046006
994,Negative (Not Crack),0.060853
995,Negative (Not Crack),0.268858
996,Negative (Not Crack),0.042305
997,Negative (Not Crack),0.060077
998,Negative (Not Crack),0.054863
999,Negative (Not Crack),0.040712
1000,Negative (Not Crack),0.058953
1001,Negative (Not Crack),0.054059
1002,Negative (Not Crack),0.114431
1003,Negative (Not Crack),0.036581
1004,Negative (Not Crack),0.063144
1005,Negative (Not Crack),0.107464
1006,Negative (Not Crack),0.095923
1007,Negative (Not Crack),0.044931
1008,Negative (Not Crack),0.058853
1009,Negative (Not Crack),0.077454
1010,Negative (Not Crack),0.070279
1011,Negative (Not Crack),0.040321
1012,Negative (Not Crack),0.035092
1013,Negative (Not Crack),0.045134
1014,Negative (Not Crack),0.061869
1015,Negative (Not Crack),0.053017
1016,Negative (Not Crack),0.055136
1017,Negative (Not Crack),0.04687
1018,Negative (Not Crack),0.030448
1019,Negative (Not Crack),0.05187
1020,Negative (Not Crack),0.061314
1021,Negative (Not Crack),0.090529
1022,Negative (Not Crack),0.112074
1023,Negative (Not Crack),0.145209
1024,Negative (Not Crack),0.061851
1025,Negative (Not Crack),0.043422
1026,Negative (Not Crack),0.036939
1027,Negative (Not Crack),0.037134
1028,Negative (Not Crack),0.048746
1029,Negative (Not Crack),0.077776
1030,Negative (Not Crack),0.046268
1031,Negative (Not Crack),0.031936
1032,Negative (Not Crack),0.035871
1033,Negative (Not Crack),0.480858
1034,Negative (Not Crack),0.078357
1035,Negative (Not Crack),0.033921
1036,Negative (Not Crack),0.059373
1037,Negative (Not Crack),0.042005
1038,Negative (Not Crack),0.04098
1039,Negative (Not Crack),0.041261
1040,Negative (Not Crack),0.039369
1041,Negative (Not Crack),0.054844
1042,Negative (Not Crack),0.151852
1043,Negative (Not Crack),0.288703
1044,Negative (Not Crack),0.049454
1045,Negative (Not Crack),0.063528
1046,Negative (Not Crack),0.052367
1047,Negative (Not Crack),0.055111
1048,Negative (Not Crack),0.047874
1049,Negative (Not Crack),0.042066
1050,Negative (Not Crack),0.058041
1051,Negative (Not Crack),0.194384
1052,Negative (Not Crack),0.03661
1053,Negative (Not Crack),0.048793
1054,Negative (Not Crack),0.03984
1055,Negative (Not Crack),0.059024
1056,Negative (Not Crack),0.058516
1057,Negative (Not Crack),0.039921
1058,Negative (Not Crack),0.032273
1059,Negative (Not Crack),0.059175
1060,Negative (Not Crack),0.042262
1061,Negative (Not Crack),0.060141
1062,Negative (Not Crack),0.042752
1063,Negative (Not Crack),0.096486
1064,Negative (Not Crack),0.042982
1065,Negative (Not Crack),0.044713
1066,Negative (Not Crack),0.038367
1067,Negative (Not Crack),0.069211
1068,Negative (Not Crack),0.042465
1069,Negative (Not Crack),0.040161
1070,Negative (Not Crack),0.049211
1071,Negative (Not Crack),0.059296
1072,Negative (Not Crack),0.029564
1073,Negative (Not Crack),0.075083
1074,Negative (Not Crack),0.033801
1075,Negative (Not Crack),0.039163
1076,Negative (Not Crack),0.042529
1077,Negative (Not Crack),0.037292
1078,Negative (Not Crack),0.064856
1079,Negative (Not Crack),0.03482
1080,Negative (Not Crack),0.033948
1081,Negative (Not Crack),0.217644
1082,Negative (Not Crack),0.04482
1083,Negative (Not Crack),0.046383
1084,Negative (Not Crack),0.047116
1085,Negative (Not Crack),0.060734
1086,Negative (Not Crack),0.0931
1087,Negative (Not Crack),0.056827
1088,Negative (Not Crack),0.143632
1089,Negative (Not Crack),0.059217
1090,Negative (Not Crack),0.036274
1091,Negative (Not Crack),0.062914
1092,Negative (Not Crack),0.284234
1093,Negative (Not Crack),0.073731
1094,Negative (Not Crack),0.069461
1095,Negative (Not Crack),0.296543
1096,Negative (Not Crack),0.04054
1097,Negative (Not Crack),0.087563
1098,Negative (Not Crack),0.074309
1099,Negative (Not Crack),0.054122
1100,Negative (Not Crack),0.061529
1101,Negative (Not Crack),0.131851
1102,Negative (Not Crack),0.025475
1103,Negative (Not Crack),0.059339
1104,Negative (Not Crack),0.055211
1105,Negative (Not Crack),0.042453
1106,Negative (Not Crack),0.049602
1107,Negative (Not Crack),0.068169
1108,Negative (Not Crack),0.196137
1109,Negative (Not Crack),0.044508
1110,Negative (Not Crack),0.11132
1111,Negative (Not Crack),0.045095
1112,Negative (Not Crack),0.036665
1113,Negative (Not Crack),0.040223
1114,Negative (Not Crack),0.398702
1115,Negative (Not Crack),0.044065
1116,Negative (Not Crack),0.029812
1117,Negative (Not Crack),0.115261
1118,Negative (Not Crack),0.043605
1119,Negative (Not Crack),0.08894
1120,Negative (Not Crack),0.062472
1121,Negative (Not Crack),0.140048
1122,Negative (Not Crack),0.094616
1123,Negative (Not Crack),0.053912
1124,Negative (Not Crack),0.102164
1125,Negative (Not Crack),0.057077
1126,Negative (Not Crack),0.038555
1127,Negative (Not Crack),0.043573
1128,Negative (Not Crack),0.088982
1129,Negative (Not Crack),0.043168
1130,Negative (Not Crack),0.049309
1131,Negative (Not Crack),0.044042
1132,Negative (Not Crack),0.046592
1133,Negative (Not Crack),0.054847
1134,Negative (Not Crack),0.084315
1135,Negative (Not Crack),0.035317
1136,Negative (Not Crack),0.027191
1137,Negative (Not Crack),0.047922
1138,Negative (Not Crack),0.101274
1139,Negative (Not Crack),0.035617
1140,Negative (Not Crack),0.114241
1141,Negative (Not Crack),0.077529
1142,Negative (Not Crack),0.05395
1143,Negative (Not Crack),0.045496
1144,Negative (Not Crack),0.069501
1145,Negative (Not Crack),0.169302
1146,Negative (Not Crack),0.05607
1147,Negative (Not Crack),0.050163
1148,Negative (Not Crack),0.038396
1149,Negative (Not Crack),0.042422
1150,Negative (Not Crack),0.088728
1151,Negative (Not Crack),0.050702
1152,Negative (Not Crack),0.047238
1153,Negative (Not Crack),0.029989
1154,Negative (Not Crack),0.050163
1155,Negative (Not Crack),0.060548
1156,Negative (Not Crack),0.045756
1157,Negative (Not Crack),0.050417
1158,Negative (Not Crack),0.026798
1159,Negative (Not Crack),0.028964
1160,Negative (Not Crack),0.070229
1161,Negative (Not Crack),0.057099
1162,Negative (Not Crack),0.047139
1163,Negative (Not Crack),0.060279
1164,Negative (Not Crack),0.113537
1165,Negative (Not Crack),0.044245
1166,Negative (Not Crack),0.033042
1167,Negative (Not Crack),0.109408
1168,Negative (Not Crack),0.139521
1169,Negative (Not Crack),0.030622
1170,Negative (Not Crack),0.076561
1171,Negative (Not Crack),0.149396
1172,Negative (Not Crack),0.039645
1173,Negative (Not Crack),0.052874
1174,Negative (Not Crack),0.060848
1175,Negative (Not Crack),0.048156
1176,Negative (Not Crack),0.033974
1177,Negative (Not Crack),0.049047
1178,Negative (Not Crack),0.043412
1179,Negative (Not Crack),0.049626
1180,Negative (Not Crack),0.046873
1181,Negative (Not Crack),0.036427
1182,Negative (Not Crack),0.082494
1183,Negative (Not Crack),0.038551
1184,Negative (Not Crack),0.039289
1185,Negative (Not Crack),0.177321
1186,Negative (Not Crack),0.045087
1187,Negative (Not Crack),0.085226
1188,Negative (Not Crack),0.052135
1189,Negative (Not Crack),0.073343
1190,Negative (Not Crack),0.086114
1191,Negative (Not Crack),0.074444
1192,Negative (Not Crack),0.040888
1193,Negative (Not Crack),0.090936
1194,Negative (Not Crack),0.046699
1195,Negative (Not Crack),0.063016
1196,Negative (Not Crack),0.031218
1197,Negative (Not Crack),0.041567
1198,Negative (Not Crack),0.047739
1199,Negative (Not Crack),0.097418
1200,Negative (Not Crack),0.038342
1201,Negative (Not Crack),0.028101
1202,Negative (Not Crack),0.054906
1203,Negative (Not Crack),0.056274
1204,Negative (Not Crack),0.080479
1205,Negative (Not Crack),0.106769
1206,Negative (Not Crack),0.058592
1207,Negative (Not Crack),0.052974
1208,Negative (Not Crack),0.058067
1209,Negative (Not Crack),0.123997
1210,Negative (Not Crack),0.040914
1211,Negative (Not Crack),0.033316
1212,Negative (Not Crack),0.103161
1213,Negative (Not Crack),0.094033
1214,Negative (Not Crack),0.033455
1215,Negative (Not Crack),0.032897
1216,Negative (Not Crack),0.336094
1217,Negative (Not Crack),0.03109
1218,Negative (Not Crack),0.037532
1219,Positive(Crack) ,0.726496
1220,Negative (Not Crack),0.049808
1221,Negative (Not Crack),0.05048
1222,Negative (Not Crack),0.037696
1223,Negative (Not Crack),0.084322
1224,Negative (Not Crack),0.047345
1225,Negative (Not Crack),0.060864
1226,Negative (Not Crack),0.030605
1227,Negative (Not Crack),0.047011
1228,Negative (Not Crack),0.050494
1229,Negative (Not Crack),0.043615
1230,Negative (Not Crack),0.041601
1231,Negative (Not Crack),0.026814
1232,Negative (Not Crack),0.038068
1233,Negative (Not Crack),0.042779
1234,Negative (Not Crack),0.048831
1235,Negative (Not Crack),0.045741
1236,Negative (Not Crack),0.051636
1237,Negative (Not Crack),0.039344
1238,Negative (Not Crack),0.051005
1239,Negative (Not Crack),0.039422
1240,Negative (Not Crack),0.057748
1241,Negative (Not Crack),0.040024
1242,Negative (Not Crack),0.04884
1243,Negative (Not Crack),0.052078
1244,Negative (Not Crack),0.072018
1245,Negative (Not Crack),0.05166
1246,Negative (Not Crack),0.253115
1247,Negative (Not Crack),0.044566
1248,Negative (Not Crack),0.419675
1249,Negative (Not Crack),0.039382
1250,Negative (Not Crack),0.04266
1251,Negative (Not Crack),0.048811
1252,Negative (Not Crack),0.052071
1253,Negative (Not Crack),0.05016
1254,Negative (Not Crack),0.040048
1255,Negative (Not Crack),0.072568
1256,Negative (Not Crack),0.05771
1257,Negative (Not Crack),0.04055
1258,Negative (Not Crack),0.051935
1259,Negative (Not Crack),0.069232
1260,Negative (Not Crack),0.097327
1261,Negative (Not Crack),0.041887
1262,Negative (Not Crack),0.050657
1263,Negative (Not Crack),0.078626
1264,Negative (Not Crack),0.04617
1265,Negative (Not Crack),0.047392
1266,Negative (Not Crack),0.047025
1267,Negative (Not Crack),0.069261
1268,Negative (Not Crack),0.042521
1269,Negative (Not Crack),0.125229
1270,Negative (Not Crack),0.104497
1271,Negative (Not Crack),0.05635
1272,Negative (Not Crack),0.037666
1273,Negative (Not Crack),0.036448
1274,Negative (Not Crack),0.052304
1275,Negative (Not Crack),0.033932
1276,Negative (Not Crack),0.073542
1277,Negative (Not Crack),0.471599
1278,Negative (Not Crack),0.02788
1279,Negative (Not Crack),0.061252
1280,Negative (Not Crack),0.036674
1281,Negative (Not Crack),0.075362
1282,Negative (Not Crack),0.043466
1283,Negative (Not Crack),0.05819
1284,Negative (Not Crack),0.042361
